Scenario,Replication,Object Type,Object Name,Data Source,Time Period,Category,Data Item,Statistic Type,Value
Scenario2,6,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Maximum,NaN
Scenario2,7,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Maximum,NaN
Scenario2,8,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Maximum,NaN
Scenario2,9,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Maximum,NaN
Scenario2,10,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Maximum,NaN
Scenario2,1,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Minimum,NaN
Scenario2,2,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Minimum,NaN
Scenario2,3,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Minimum,NaN
Scenario2,4,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Minimum,NaN
Scenario2,5,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Minimum,NaN
Scenario2,6,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Minimum,NaN
Scenario2,7,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Minimum,NaN
Scenario2,8,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Minimum,NaN
Scenario2,9,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Minimum,NaN
Scenario2,10,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Minimum,NaN
Scenario2,1,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Observations,0
Scenario2,2,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Observations,0
Scenario2,3,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Observations,0
Scenario2,4,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Observations,0
Scenario2,5,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Observations,0
Scenario2,6,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Observations,0
Scenario2,7,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Observations,0
Scenario2,8,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Observations,0
Scenario2,9,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Observations,0
Scenario2,10,Model,Model,TIS_User,Run,UserSpecified,TallyValue,Observations,0
Scenario2,1,Model,Model,[Object],Run,Costs,TotalCost,Total,0
Scenario2,2,Model,Model,[Object],Run,Costs,TotalCost,Total,0
Scenario2,3,Model,Model,[Object],Run,Costs,TotalCost,Total,0
Scenario2,4,Model,Model,[Object],Run,Costs,TotalCost,Total,0
Scenario2,5,Model,Model,[Object],Run,Costs,TotalCost,Total,0
Scenario2,6,Model,Model,[Object],Run,Costs,TotalCost,Total,0
Scenario2,7,Model,Model,[Object],Run,Costs,TotalCost,Total,0
Scenario2,8,Model,Model,[Object],Run,Costs,TotalCost,Total,0
Scenario2,9,Model,Model,[Object],Run,Costs,TotalCost,Total,0
Scenario2,10,Model,Model,[Object],Run,Costs,TotalCost,Total,0
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Average,5.18400117399113
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Average,5.19401425559049
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Average,5.23901537969557
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Average,5.13117699394208
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Average,5.20869682726027
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Average,5.23951371662307
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Average,5.28135390385042
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Average,5.34757956625719
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Average,5.22543056256582
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Average,5.21149983055815
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Maximum,9
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Maximum,9
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Maximum,9
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Maximum,9
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Maximum,9
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Maximum,9
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Maximum,9
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Maximum,9
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Maximum,9
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Maximum,9
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Minimum,0
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Minimum,0
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Minimum,0
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Minimum,0
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Minimum,0
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Minimum,0
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Minimum,0
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Minimum,0
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Minimum,0
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,Content,NumberInSystem,Minimum,0
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Average,0
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Average,0
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Average,0
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Average,0
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Average,0
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Average,0
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Average,0
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Average,0
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Average,0
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Average,0
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Maximum,0
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Maximum,0
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Maximum,0
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Maximum,0
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Maximum,0
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Maximum,0
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Maximum,0
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Maximum,0
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Maximum,0
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Maximum,0
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Minimum,0
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Minimum,0
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Minimum,0
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Minimum,0
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Minimum,0
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Minimum,0
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Minimum,0
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Minimum,0
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Minimum,0
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Minimum,0
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Observations,12233
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Observations,11851
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Observations,11948
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Observations,11816
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Observations,11902
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Observations,12010
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Observations,12057
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Observations,12231
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Observations,12090
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,Costs,CostPerItem,Observations,11923
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Average,0.0211794557959481
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Average,0.0219123787042659
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Average,0.021917944890423
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Average,0.0217063529140118
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Average,0.0218832378426584
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Average,0.0218015305403454
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Average,0.0219048394667242
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Average,0.0218724929533579
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Average,0.0216136312065499
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Average,0.0218538203119947
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Maximum,0.18451145711731
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Maximum,0.208724641335678
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Maximum,0.208356849801319
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Maximum,0.282274704704648
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Maximum,0.258632257154972
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Maximum,0.215196607254057
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Maximum,0.215072049504599
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Maximum,0.263883835924069
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Maximum,0.221645591193663
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Maximum,0.194423321954233
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Minimum,0
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Minimum,0
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Minimum,0
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Minimum,0
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Minimum,0
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Minimum,0
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Minimum,0
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Minimum,0
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Minimum,0
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Minimum,0
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Observations,12233
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Observations,11851
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Observations,11948
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Observations,11816
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Observations,11902
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Observations,12010
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Observations,12057
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Observations,12231
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Observations,12090
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,FlowTime,TimeInSystem,Observations,11923
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberCreated,Total,12236
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberCreated,Total,11849
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberCreated,Total,11947
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberCreated,Total,11819
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberCreated,Total,11900
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberCreated,Total,12013
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberCreated,Total,12057
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberCreated,Total,12228
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberCreated,Total,12089
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberCreated,Total,11923
Scenario2,1,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberDestroyed,Total,12233
Scenario2,2,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberDestroyed,Total,11851
Scenario2,3,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberDestroyed,Total,11948
Scenario2,4,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberDestroyed,Total,11816
Scenario2,5,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberDestroyed,Total,11902
Scenario2,6,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberDestroyed,Total,12010
Scenario2,7,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberDestroyed,Total,12057
Scenario2,8,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberDestroyed,Total,12231
Scenario2,9,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberDestroyed,Total,12090
Scenario2,10,ModelEntity,DefaultEntity,[Population],Run,Throughput,NumberDestroyed,Total,11923
Scenario2,1,Server,Server1,InputBuffer,Run,Content,NumberInStation,Average,0.420820382891776
Scenario2,2,Server,Server1,InputBuffer,Run,Content,NumberInStation,Average,0.43033310378831
Scenario2,3,Server,Server1,InputBuffer,Run,Content,NumberInStation,Average,0.454556059102281
Scenario2,4,Server,Server1,InputBuffer,Run,Content,NumberInStation,Average,0.419536484173712
Scenario2,5,Server,Server1,InputBuffer,Run,Content,NumberInStation,Average,0.430421703473368
Scenario2,6,Server,Server1,InputBuffer,Run,Content,NumberInStation,Average,0.456480735842238
Scenario2,7,Server,Server1,InputBuffer,Run,Content,NumberInStation,Average,0.450005839995757
Scenario2,8,Server,Server1,InputBuffer,Run,Content,NumberInStation,Average,0.476421280576523
Scenario2,9,Server,Server1,InputBuffer,Run,Content,NumberInStation,Average,0.446734341606173
Scenario2,10,Server,Server1,InputBuffer,Run,Content,NumberInStation,Average,0.449058414314922
Scenario2,1,Server,Server1,InputBuffer,Run,Content,NumberInStation,Maximum,2
Scenario2,2,Server,Server1,InputBuffer,Run,Content,NumberInStation,Maximum,2
Scenario2,3,Server,Server1,InputBuffer,Run,Content,NumberInStation,Maximum,2
Scenario2,4,Server,Server1,InputBuffer,Run,Content,NumberInStation,Maximum,2
Scenario2,5,Server,Server1,InputBuffer,Run,Content,NumberInStation,Maximum,2
Scenario2,6,Server,Server1,InputBuffer,Run,Content,NumberInStation,Maximum,2
Scenario2,7,Server,Server1,InputBuffer,Run,Content,NumberInStation,Maximum,2
Scenario2,8,Server,Server1,InputBuffer,Run,Content,NumberInStation,Maximum,2
Scenario2,9,Server,Server1,InputBuffer,Run,Content,NumberInStation,Maximum,2
Scenario2,10,Server,Server1,InputBuffer,Run,Content,NumberInStation,Maximum,2
Scenario2,1,Server,Server1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario2,2,Server,Server1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario2,3,Server,Server1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario2,4,Server,Server1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario2,5,Server,Server1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario2,6,Server,Server1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario2,7,Server,Server1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario2,8,Server,Server1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario2,9,Server,Server1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario2,10,Server,Server1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario2,1,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario2,2,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario2,3,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario2,4,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario2,5,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario2,6,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario2,7,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario2,8,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario2,9,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario2,10,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario2,1,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario2,2,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario2,3,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario2,4,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario2,5,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario2,6,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario2,7,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario2,8,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario2,9,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario2,10,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario2,1,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario2,2,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario2,3,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario2,4,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario2,5,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario2,6,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario2,7,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario2,8,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario2,9,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario2,10,Server,Server1,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario2,1,Server,Server1,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario2,2,Server,Server1,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario2,3,Server,Server1,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario2,4,Server,Server1,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario2,5,Server,Server1,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario2,6,Server,Server1,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario2,7,Server,Server1,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario2,8,Server,Server1,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario2,9,Server,Server1,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario2,10,Server,Server1,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario2,1,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario2,2,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario2,3,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario2,4,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario2,5,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario2,6,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario2,7,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario2,8,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario2,9,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario2,10,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario2,1,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario2,2,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario2,3,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario2,4,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario2,5,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario2,6,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario2,7,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario2,8,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario2,9,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario2,10,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario2,1,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario2,2,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario2,3,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario2,4,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario2,5,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario2,6,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario2,7,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario2,8,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario2,9,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario2,10,Server,Server1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario2,1,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario2,2,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario2,3,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario2,4,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario2,5,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario2,6,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario2,7,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario2,8,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario2,9,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario2,10,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario2,1,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario2,2,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario2,3,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario2,4,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario2,5,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario2,6,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario2,7,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario2,8,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario2,9,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario2,10,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario2,1,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario2,2,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario2,3,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario2,4,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario2,5,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario2,6,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario2,7,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario2,8,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario2,9,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario2,10,Server,Server1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario2,1,Server,Server1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0.00199843607585309
Scenario2,2,Server,Server1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0.00210103067956406
Scenario2,3,Server,Server1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0.00222511750159307
Scenario2,4,Server,Server1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0.00204951873069717
