Scenario,Replication,Object Type,Object Name,Data Source,Time Period,Category,Data Item,Statistic Type,Value
Scenario1,7,Sink,Sink1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,8,Sink,Sink1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,9,Sink,Sink1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,10,Sink,Sink1,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,6,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,7,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,8,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,9,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,10,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,6,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,7,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,8,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,9,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,10,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,6,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,7,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,8,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,9,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,10,Sink,Sink1,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0
Scenario1,2,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0
Scenario1,3,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0
Scenario1,4,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0
Scenario1,5,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0
Scenario1,6,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0
Scenario1,7,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0
Scenario1,8,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0
Scenario1,9,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0
Scenario1,10,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0
Scenario1,1,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,0
Scenario1,2,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,0
Scenario1,3,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,0
Scenario1,4,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,0
Scenario1,5,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,0
Scenario1,6,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,0
Scenario1,7,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,0
Scenario1,8,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,0
Scenario1,9,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,0
Scenario1,10,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,0
Scenario1,1,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Scenario1,2,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Scenario1,3,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Scenario1,4,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Scenario1,5,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Scenario1,6,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Scenario1,7,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Scenario1,8,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Scenario1,9,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Scenario1,10,Sink,Sink1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Scenario1,1,Sink,Sink1,InputBuffer,Run,Throughput,NumberBalked,Total,0
Scenario1,2,Sink,Sink1,InputBuffer,Run,Throughput,NumberBalked,Total,0
Scenario1,3,Sink,Sink1,InputBuffer,Run,Throughput,NumberBalked,Total,0
Scenario1,4,Sink,Sink1,InputBuffer,Run,Throughput,NumberBalked,Total,0
Scenario1,5,Sink,Sink1,InputBuffer,Run,Throughput,NumberBalked,Total,0
Scenario1,6,Sink,Sink1,InputBuffer,Run,Throughput,NumberBalked,Total,0
Scenario1,7,Sink,Sink1,InputBuffer,Run,Throughput,NumberBalked,Total,0
Scenario1,8,Sink,Sink1,InputBuffer,Run,Throughput,NumberBalked,Total,0
Scenario1,9,Sink,Sink1,InputBuffer,Run,Throughput,NumberBalked,Total,0
Scenario1,10,Sink,Sink1,InputBuffer,Run,Throughput,NumberBalked,Total,0
Scenario1,1,Sink,Sink1,InputBuffer,Run,Throughput,NumberEntered,Total,11136
Scenario1,2,Sink,Sink1,InputBuffer,Run,Throughput,NumberEntered,Total,10986
Scenario1,3,Sink,Sink1,InputBuffer,Run,Throughput,NumberEntered,Total,11004
Scenario1,4,Sink,Sink1,InputBuffer,Run,Throughput,NumberEntered,Total,11029
Scenario1,5,Sink,Sink1,InputBuffer,Run,Throughput,NumberEntered,Total,10964
Scenario1,6,Sink,Sink1,InputBuffer,Run,Throughput,NumberEntered,Total,10933
Scenario1,7,Sink,Sink1,InputBuffer,Run,Throughput,NumberEntered,Total,10981
Scenario1,8,Sink,Sink1,InputBuffer,Run,Throughput,NumberEntered,Total,11131
Scenario1,9,Sink,Sink1,InputBuffer,Run,Throughput,NumberEntered,Total,11098
Scenario1,10,Sink,Sink1,InputBuffer,Run,Throughput,NumberEntered,Total,11014
Scenario1,1,Sink,Sink1,InputBuffer,Run,Throughput,NumberExited,Total,11136
Scenario1,2,Sink,Sink1,InputBuffer,Run,Throughput,NumberExited,Total,10986
Scenario1,3,Sink,Sink1,InputBuffer,Run,Throughput,NumberExited,Total,11004
Scenario1,4,Sink,Sink1,InputBuffer,Run,Throughput,NumberExited,Total,11029
Scenario1,5,Sink,Sink1,InputBuffer,Run,Throughput,NumberExited,Total,10964
Scenario1,6,Sink,Sink1,InputBuffer,Run,Throughput,NumberExited,Total,10933
Scenario1,7,Sink,Sink1,InputBuffer,Run,Throughput,NumberExited,Total,10981
Scenario1,8,Sink,Sink1,InputBuffer,Run,Throughput,NumberExited,Total,11131
Scenario1,9,Sink,Sink1,InputBuffer,Run,Throughput,NumberExited,Total,11098
Scenario1,10,Sink,Sink1,InputBuffer,Run,Throughput,NumberExited,Total,11014
Scenario1,1,Sink,Sink1,InputBuffer,Run,Throughput,NumberReneged,Total,0
Scenario1,2,Sink,Sink1,InputBuffer,Run,Throughput,NumberReneged,Total,0
Scenario1,3,Sink,Sink1,InputBuffer,Run,Throughput,NumberReneged,Total,0
Scenario1,4,Sink,Sink1,InputBuffer,Run,Throughput,NumberReneged,Total,0
Scenario1,5,Sink,Sink1,InputBuffer,Run,Throughput,NumberReneged,Total,0
Scenario1,6,Sink,Sink1,InputBuffer,Run,Throughput,NumberReneged,Total,0
Scenario1,7,Sink,Sink1,InputBuffer,Run,Throughput,NumberReneged,Total,0
Scenario1,8,Sink,Sink1,InputBuffer,Run,Throughput,NumberReneged,Total,0
Scenario1,9,Sink,Sink1,InputBuffer,Run,Throughput,NumberReneged,Total,0
Scenario1,10,Sink,Sink1,InputBuffer,Run,Throughput,NumberReneged,Total,0
Scenario1,1,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Average,0.024323653
Scenario1,2,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Average,0.024358845
Scenario1,3,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Average,0.024454575
Scenario1,4,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Average,0.024593543
Scenario1,5,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Average,0.024454616
Scenario1,6,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Average,0.024554452
Scenario1,7,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Average,0.02438462
Scenario1,8,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Average,0.024639336
Scenario1,9,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Average,0.024816443
Scenario1,10,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Average,0.024524214
Scenario1,1,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,2,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,3,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,4,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,5,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,6,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,7,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,8,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,9,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,10,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,HalfWidth,NaN
Scenario1,1,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Maximum,0.220933929
Scenario1,2,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Maximum,0.220780998
Scenario1,3,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Maximum,0.199176249
Scenario1,4,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Maximum,0.226538266
Scenario1,5,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Maximum,0.224454611
Scenario1,6,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Maximum,0.246507665
Scenario1,7,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Maximum,0.236828814
Scenario1,8,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Maximum,0.263883836
Scenario1,9,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Maximum,0.195238577
Scenario1,10,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Maximum,0.212900839
Scenario1,1,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Minimum,1.01E-06
Scenario1,2,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Minimum,1.50E-06
Scenario1,3,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Minimum,1.28E-06
Scenario1,4,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Minimum,2.13E-07
Scenario1,5,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Minimum,3.76E-07
Scenario1,6,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Minimum,3.50E-07
Scenario1,7,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Minimum,3.78E-06
Scenario1,8,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Minimum,8.04E-06
Scenario1,9,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Minimum,1.31E-06
Scenario1,10,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Minimum,2.95E-06
Scenario1,1,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Observations,11136
Scenario1,2,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Observations,10986
Scenario1,3,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Observations,11004
Scenario1,4,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Observations,11029
Scenario1,5,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Observations,10964
Scenario1,6,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Observations,10933
Scenario1,7,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Observations,10981
Scenario1,8,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Observations,11131
Scenario1,9,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Observations,11098
Scenario1,10,Sink,Sink1,[DestroyedEntities],Run,FlowTime,TimeInSystem,Observations,11014
Scenario1,1,Sink,Sink1,[Object],Run,Costs,CapitalCost,Total,0
Scenario1,2,Sink,Sink1,[Object],Run,Costs,CapitalCost,Total,0
Scenario1,3,Sink,Sink1,[Object],Run,Costs,CapitalCost,Total,0
Scenario1,4,Sink,Sink1,[Object],Run,Costs,CapitalCost,Total,0
Scenario1,5,Sink,Sink1,[Object],Run,Costs,CapitalCost,Total,0
Scenario1,6,Sink,Sink1,[Object],Run,Costs,CapitalCost,Total,0
Scenario1,7,Sink,Sink1,[Object],Run,Costs,CapitalCost,Total,0
Scenario1,8,Sink,Sink1,[Object],Run,Costs,CapitalCost,Total,0
Scenario1,9,Sink,Sink1,[Object],Run,Costs,CapitalCost,Total,0
Scenario1,10,Sink,Sink1,[Object],Run,Costs,CapitalCost,Total,0
Scenario1,1,Sink,Sink1,[Object],Run,Costs,TotalCost,Total,0
Scenario1,2,Sink,Sink1,[Object],Run,Costs,TotalCost,Total,0
Scenario1,3,Sink,Sink1,[Object],Run,Costs,TotalCost,Total,0
Scenario1,4,Sink,Sink1,[Object],Run,Costs,TotalCost,Total,0
Scenario1,5,Sink,Sink1,[Object],Run,Costs,TotalCost,Total,0
Scenario1,6,Sink,Sink1,[Object],Run,Costs,TotalCost,Total,0
Scenario1,7,Sink,Sink1,[Object],Run,Costs,TotalCost,Total,0
Scenario1,8,Sink,Sink1,[Object],Run,Costs,TotalCost,Total,0
Scenario1,9,Sink,Sink1,[Object],Run,Costs,TotalCost,Total,0
Scenario1,10,Sink,Sink1,[Object],Run,Costs,TotalCost,Total,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Average,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Average,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Average,0
Scenario1,4,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Average,0
Scenario1,5,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Average,0
Scenario1,6,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Average,0
Scenario1,7,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Average,0
Scenario1,8,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Average,0
Scenario1,9,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Average,0
Scenario1,10,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Average,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Maximum,1
Scenario1,2,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Maximum,1
Scenario1,3,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Maximum,1
Scenario1,4,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Maximum,1
Scenario1,5,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Maximum,1
Scenario1,6,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Maximum,1
Scenario1,7,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Maximum,1
Scenario1,8,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Maximum,1
Scenario1,9,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Maximum,1
Scenario1,10,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Maximum,1
Scenario1,1,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario1,4,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario1,5,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario1,6,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario1,7,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario1,8,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario1,9,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario1,10,Sink,Sink2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario1,4,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario1,5,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario1,6,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario1,7,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario1,8,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario1,9,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario1,10,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Average,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario1,4,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario1,5,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario1,6,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario1,7,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario1,8,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario1,9,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario1,10,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Maximum,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario1,4,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario1,5,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario1,6,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario1,7,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario1,8,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario1,9,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario1,10,Sink,Sink2,InputBuffer,Run,Costs,CostPerItem,Minimum,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario1,4,Sink,Sink2,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario1,5,Sink,Sink2,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario1,6,Sink,Sink2,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario1,7,Sink,Sink2,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario1,8,Sink,Sink2,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario1,9,Sink,Sink2,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario1,10,Sink,Sink2,InputBuffer,Run,Costs,TotalCost,Total,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario1,4,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario1,5,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario1,6,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario1,7,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario1,8,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario1,9,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario1,10,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Average,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario1,6,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario1,7,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario1,8,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario1,9,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario1,10,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,6,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,7,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,8,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,9,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,10,Sink,Sink2,InputBuffer,Run,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,6,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,7,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,8,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,9,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,10,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,6,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,7,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,8,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,9,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,10,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Sink,Sink2,InputBuffer,Run,EntryQueue,TimeWaiting,Minimum,0
